index,title,company,industry,location,salary,education,department,experience,language,skills,additional,relevance_score,summary,link
104,土木工程師,10 / 29土木工程師世博工程顧問有限公司,建築工程應徵內業,台中市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,0,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132070924
105,水電工程師,10 / 27水電工程師騰紘科技股份有限公司,N/A,桃園市,面議（經常性薪資達4萬元,不拘,N/A,不拘,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/91225848
106,網路工程師,10 / 27網路工程師陸廣科技股份有限公司,N/A,桃園市,"月薪 32,000元",專科,N/A,不拘,N/A,N/A,N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132135982
107,現場工程師/副主任工程師/主任工程師(南港台電案),10 / 30現場工程師/副主任工程師/主任工程師 (南港台電案)根基營造股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130246890
108,環境工程師(文書部-專案工程師),10 / 30環境工程師(文書部-專案工程師)浩陽環保科技有限公司,N/A,彰化縣,"月薪 29,000元",專科,N/A,不拘,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/80130532
109,品管工程師,10 / 30品管工程師百大工程顧問股份有限公司,N/A,台中市,"月薪 40,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130347609
110,專案工程師,10 / 26專案工程師三益制動科技股份有限公司,製造工業,台南市,"月薪 37,000元",不拘,N/A,不拘,N/A,N/A,需,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/97423748
111,環境工程師,10 / 28環境工程師威信工程顧問股份有限公司,N/A,台北市,"月薪 60,000元",大學,N/A,N/A,N/A,N/A,具有專業證照,2,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/73662790
112,助理工程師,10 / 30助理工程師杜進發工業股份有限公司,N/A,彰化縣,"月薪 33,000元",高中職,N/A,N/A,N/A,N/A,N/A,3,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132029298
113,化學工程師,10 / 28化學工程師豪成科技股份有限公司(豪廷科技股份有限公司,N/A,新竹縣,"月薪 32,000元",高中職,N/A,不拘,N/A,N/A,需,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/76661203
114,營建工程師,10 / 30營建工程師錦標營造股份有限公司,N/A,台中市,"月薪 40,000元",高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132159879
115,軟體工程師,10 / 29軟體工程師威慎資訊科技有限公司,軟體工程師威慎資訊科技有限公司｜電腦系統整合服務相關參與系統維運與資訊安全管理，強化企業,台中市,"月薪 40,000元",高中職,N/A,不拘,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131298532
116,數據管理 資深工程師/工程師（土城）,10 / 22數據管理 資深工程師/工程師 （土城）鴻海精密工業股份有限公司,N/A,新北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,3,10 / 22 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132011060
117,機電工程師,10 / 28機電工程師熙特爾新能源股份有限公司,N/A,台中市,面議（經常性薪資達4萬元,不拘,N/A,不拘,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132069084
118,品保工程師,10 / 29品保工程師盛大電梯企業股份有限公司,N/A,台南市,"月薪 32,000元",高中職,N/A,不拘,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/75678397
119,現場工程師,10 / 27現場工程師博展營造開發股份有限公司,N/A,彰化縣,"月薪 60,000元",高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/78511830
120,品管工程師,10 / 27品管工程師啟昇工程有限公司,N/A,新竹縣,"月薪 40,000元",高中職,N/A,不拘,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132010239
121,現場工程師,10 / 27現場工程師耀勛實業有限公司,N/A,新北市,"月薪 45,000元",高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113057810
122,助理工程師,10 / 30助理工程師華新行實業股份有限公司,N/A,基隆市,"月薪 30,000元",專科,N/A,不拘,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/80094562
123,機構工程師,10 / 28機構工程師邁克威股份有限公司,N/A,彰化縣,"月薪 32,000元",專科,N/A,N/A,N/A,N/A,N/A,2,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98732705
124,業務工程師,10 / 28業務工程師永紘國際企業有限公司,N/A,基隆市,"月薪 40,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98957578
125,機電工程師,10 / 28機電工程師奕錸精機股份有限公司,N/A,桃園市,"月薪 40,000元",高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131999895
126,網路工程師,10 / 28網路工程師維品科技股份有限公司,N/A,台南市,"月薪 30,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130295142
127,內業工程師,10 / 24內業工程師日商日本國土開發股份有限公司台灣分公司,N/A,新北市,面議（經常性薪資達4萬元,不拘,N/A,不拘,N/A,N/A,N/A,1,10 / 24 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131987897
128,機電工程師,10 / 30機電工程師京朋科技股份有限公司,N/A,台南市,面議（經常性薪資達4萬元,國中,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132043843
129,研發工程師,10 / 29研發工程師朝嘉興業股份有限公司,製造收集開發專案相關資料與後續作業,南投縣,"月薪 32,000元",國中,N/A,N/A,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/76447609
130,軟體工程師,10 / 28軟體工程師艾法科技股份有限公司,N/A,高雄市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,"AWS, Azure, GCP",N/A,5,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/103772761
131,內業工程師/助理工程師(高雄總部),10 / 30內業工程師/助理工程師(高雄總部)真毅營造有限公司,N/A,高雄市,面議（經常性薪資達4萬元,專科,，無工地現場經歷者可培訓。,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/91514110
132,環保工程師,10 / 30環保工程師京和科技股份有限公司,N/A,雲林縣,"月薪 38,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98644564
133,工安工程師,10 / 28工安工程師長宇能源股份有限公司,教育訓練，提升團隊職業,新竹縣,"月薪 40,000元",國中,N/A,N/A,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/99085693
134,捷運機電設計協理/經理/工程師(規劃工程師、設計工程師),10 / 26捷運機電設計協理/經理/工程師(規劃工程師、設計工程師)永盛機電設計有限公司,N/A,台北市,面議（經常性薪資達4萬元,專科,N/A,不拘,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98694181
135,資訊工程師,09 / 22資訊工程師台塑企業｜塑膠製品製造1.資料庫整合、性能優化與架構設計。,資訊工程師台塑企業,台北市,面議（經常性薪資達4萬元,大學,N/A,不拘,N/A,N/A,N/A,1,09 / 22 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98977832
136,工地工程師,10 / 30工地工程師富眾工程有限公司,N/A,台中市,"月薪 48,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/97543188
137,資訊工程師,10 / 30資訊工程師安心整合室內裝修設計有限公司,N/A,新北市,"月薪 45,000元",大學,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/86019706
138,水電工程師,10 / 29水電工程師唐屋科技開發有限公司,N/A,台北市,"月薪 35,000元",不拘,N/A,不拘,N/A,N/A,N/A,0,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/91132553
139,資訊工程師,10 / 26資訊工程師國威金屬工業股份有限公司,資訊工程師國威金屬工業,台中市,"月薪 32,000元",大學,N/A,N/A,N/A,SQL,需,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98813457
140,資訊工程師,10 / 29資訊工程師精華光學股份有限公司,N/A,新北市,"月薪 32,000元",專科,N/A,N/A,N/A,N/A,需,2,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132143193
141,資訊工程師,10 / 30資訊工程師中鋼轉投資_宏利汽車部件股份有限公司,N/A,屏東縣,"月薪 35,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131942932
142,資訊工程師,10 / 30資訊工程師台灣銀谷有限公司,N/A,新北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132070440
143,系統工程師,10 / 25系統工程師尚鉞科技有限公司,N/A,新北市,面議（經常性薪資達4萬元,國中,N/A,不拘,N/A,N/A,N/A,1,10 / 25 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131987013
144,生技工程師/ 生產自動化工程師【MFG1】,10 / 30生技工程師 / 生產自動化工程師【MFG1】兆利科技工業股份有限公司,N/A,新北市,"月薪 45,000元",專科,N/A,不拘,N/A,Excel,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132112975
145,化學工程師,10 / 28化學工程師豪成科技股份有限公司(豪廷科技股份有限公司,N/A,新竹縣,"月薪 32,000元",高中職,N/A,不拘,N/A,N/A,需,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/76661203
146,A131 - 儀電工程師、(助理)工程師(Location:新竹),10 / 30A131 - 儀電工程師、(助理)工程師 (Location:新竹)朋億股份有限公司,N/A,新竹縣,"月薪 35,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98695501
147,內業工程師,10 / 30內業工程師統營營造股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/91638133
148,環境工程師,10 / 26環境工程師淳億工程顧問有限公司,N/A,新北市,面議（經常性薪資達4萬元,碩士,N/A,不拘,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/55121994
149,工務工程師,10 / 27工務工程師地球村國際股份有限公司,N/A,桃園市,"月薪 35,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98930621
150,助理工程師,10 / 30助理工程師勝冠營造股份有限公司,N/A,台南市,"月薪 35,000元",國中,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98576755
151,PCB Layout工程師,10 / 29PCB Layout 工程師典暉科技股份有限公司,電子產業,新北市,面議（經常性薪資達4萬元,專科,N/A,3~10年,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132003938
152,助理工程師,10 / 30助理工程師杜進發工業股份有限公司,N/A,彰化縣,"月薪 33,000元",高中職,N/A,N/A,N/A,N/A,N/A,3,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132029298
153,營建工程師,10 / 30營建工程師錦標營造股份有限公司,N/A,台中市,"月薪 40,000元",高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132159879
154,軟體工程師,10 / 29軟體工程師威慎資訊科技有限公司,軟體工程師威慎資訊科技有限公司｜電腦系統整合服務相關參與系統維運與資訊安全管理，強化企業,台中市,"月薪 40,000元",高中職,N/A,不拘,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131298532
155,機電工程師,10 / 28機電工程師熙特爾新能源股份有限公司,N/A,台中市,面議（經常性薪資達4萬元,不拘,N/A,不拘,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132069084
156,品保工程師,10 / 29品保工程師盛大電梯企業股份有限公司,N/A,台南市,"月薪 32,000元",高中職,N/A,不拘,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/75678397
157,程控工程師,10 / 30程控工程師中龍鋼鐵股份有限公司,N/A,台中市,"月薪 40,300元",大學,N/A,不拘,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98726951
158,生管工程師,10 / 30生管工程師日益電機股份有限公司,N/A,台中市,"月薪 28,590元",高中職,N/A,N/A,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/78605982
159,開發工程師,10 / 30開發工程師占暉光學股份有限公司,N/A,台南市,面議（經常性薪資達4萬元,大學,/有印刷相關經驗尤佳10 / 30 ｜ 1 ~ 5 人應徵台,不拘,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132032455
160,製圖工程師,09 / 17製圖工程師全國數位有線電視股份有限公司,N/A,新北市,面議（經常性薪資達4萬元,高中職,N/A,不拘,N/A,Excel,需,0,09 / 17 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132108178
161,駐廠工程師,10 / 30駐廠工程師光盾科技有限公司,N/A,台北市,"月薪 33,000元",高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130231036
162,品保工程師,10 / 29品保工程師和昌精密股份有限公司,N/A,台南市,"月薪 30,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/75529787
163,品保工程師,10 / 28品保工程師幸記工業股份有限公司,N/A,台中市,"月薪 30,000元",高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98620944
164,網路工程師,10 / 28網路工程師是方電訊股份有限公司,N/A,台北市,"月薪 40,000元",碩士,N/A,N/A,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/78422014
165,品保工程師,10 / 30品保工程師基準實業股份有限公司,N/A,桃園市,"月薪 35,000元",大學,N/A,N/A,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/71590371
166,水利工程師,10 / 28水利工程師台灣標達工程檢測有限公司,N/A,新北市,"月薪 40,000元",專科,N/A,不拘,N/A,Excel,需,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/103755554
167,工務工程師,10 / 26工務工程師普立美辦公家具有限公司,N/A,新竹市,"月薪 33,000元",高中職,N/A,不拘,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/80203255
168,品管工程師,10 / 28品管工程師尚村生醫科技股份有限公司,N/A,高雄市,"月薪 31,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132076748
169,助理工程師,10 / 30助理工程師華新行實業股份有限公司,N/A,基隆市,"月薪 30,000元",專科,N/A,不拘,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/80094562
170,機構工程師,10 / 28機構工程師邁克威股份有限公司,N/A,彰化縣,"月薪 32,000元",專科,N/A,N/A,N/A,N/A,N/A,2,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98732705
171,專案工程師,10 / 30專案工程師欣漢實業股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/112969754
172,研發工程師,10 / 26研發工程師樂金股份有限公司,N/A,台中市,"月薪 40,000元",大學,N/A,不拘,N/A,N/A,N/A,3,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131989593
173,專案工程師,10 / 27專案工程師九福科技顧問股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,SQL,N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/92122457
174,專案工程師,07 / 18專案工程師力峒室內裝修工程有限公司,N/A,桃園市,"月薪 36,000元",高中職,N/A,N/A,N/A,N/A,N/A,1,07 / 18 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/91229450
175,專案工程師,10 / 27專案工程師影像電腦股份有限公司,資訊相關科系畢業,台北市,"月薪 45,000元",大學,"畢業,",N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98752597
176,現場工程師,10 / 30現場工程師伯昇營造股份有限公司,N/A,桃園市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/112957490
177,永續工程師,10 / 30永續工程師國立成功大學-產業永續發展中心｜其他教育服務業2.專案文書資料整理、報告書撰寫、簡報製作。,教育服務業,台南市,"月薪 30,000元",大學,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113086269
178,節能工程師,10 / 26節能工程師國立成功大學-產業永續發展中心｜其他教育服務業專案文書資料整理、報告書撰寫、簡報製作。,教育服務業,台南市,"月薪 35,000元",大學,N/A,不拘,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130444510
179,品管工程師,10 / 30品管工程師微芯科技有限公司,N/A,新竹縣,"月薪 33,000元",專科,N/A,N/A,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132081865
180,現場工程師,10 / 27現場工程師耀勛實業有限公司,N/A,新北市,"月薪 45,000元",高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113057812
181,PCB零件工程師,10 / 28PCB零件工程師CHPT_中華精測科技股份有限公司,N/A,桃園市,"月薪 35,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/103769782
182,Q.E. 品質工程師,10 / 30Q.E. 品質工程師亞太雷射工業股份有限公司,N/A,新北市,"月薪 35,000元",高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/99033137
183,塑膠廠工程師,10 / 30塑膠廠工程師國喬石油化學股份有限公司,N/A,高雄市,面議（經常性薪資達4萬元,碩士,N/A,不拘,N/A,N/A,N/A,0,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131958240
184,*資訊工程師/助理工程師(台中)-儲備履歷,10 / 28*資訊工程師/助理工程師(台中)-儲備履歷華新麗華股份有限公司,N/A,台中市,"月薪 34,000元",大學,N/A,N/A,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130426493
185,AI開發工程師,10 / 28AI開發工程師力晶積成電子製造股份有限公司,N/A,新竹市,面議（經常性薪資達4萬元,大學,N/A,不拘,N/A,Python,N/A,1,10 / 28 ｜ 6 ~ 10 人應徵,https://www.1111.com.tw/job/132095874
186,系統工程師(21),10 / 21系統工程師(21)凌群電腦股份有限公司,N/A,台北市,"月薪 35,000元",專科,N/A,N/A,N/A,SQL,N/A,1,10 / 21 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130313502
187,【資訊-MES工程師】,10 / 28【資訊-MES工程師】合晶科技股份有限公司,N/A,桃園市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,"SQL, C#",N/A,2,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132093140
188,資深PHP工程師,10 / 29資深PHP工程師中華麟股份有限公司,N/A,台北市,"月薪 65,000元",專科,N/A,N/A,英文技術文件（如：API規格），也能依需求寫出技術文件。,PHP,願意 | 需,0,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113095317
